Country Name,Country Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
El Salvador,SLV,34.69498069,34.47779923,34.26061776,34.04343629,33.82625483,33.60907336,33.39189189,33.17471042,32.95752896,32.74034749,32.52316602,32.30598456,32.08880309,31.87162162,31.65444015,31.43725869,31.22007722,31.00289575,30.78571429,30.56853282,30.35135135,30.13416988,29.91698842,29.69980695,29.48262548,29.26544402,29.04826255,28.83108108,28.61389961,28.39671815,28.17953668,27.96235521
Equatorial Guinea,GNQ,96.22638146,95.9284492,95.63051693,95.33258467,95.03465241,94.73672014,94.43878788,94.14085561,93.84292335,93.54499109,93.24705882,92.94912656,92.6511943,92.35326203,92.05532977,91.7573975,91.45946524,91.16153298,90.86360071,90.56566845,90.26773619,89.96976827,89.67180036,89.37383244,89.07586453,88.77789661,88.4798574,88.18181818,87.88377897,87.58573975,87.28770053,86.98966132
Eritrea,ERI,,,,11.29287129,11.26158416,11.23029703,11.1990099,11.16772277,11.13643564,11.10514851,11.07386139,11.04257426,11.01128713,10.98,9.140320769,9.11098558,9.086474152,9.058220229,9.030254666,9.003251617,8.977483792,8.949616385,8.924026107,8.900342223,8.875197116,8.845245978,8.819973667,8.79432689,8.767757211,8.741453809,8.71821524,8.692108346
Estonia,EST,,,52.19386648,52.27169144,52.3495164,52.42734135,52.50516631,52.58299127,52.66081623,52.73864119,52.81646615,53.04560038,53.27473461,53.50386884,53.73300307,53.9621373,54.19127153,54.42040576,54.64953999,54.87867422,55.10780845,55.50879925,55.90979004,54.91175523,55.30278353,55.69381182,55.69933287,57.03859649,57.03859649,57.03859649,57.03859649,57.03859649
Eswatini,SWZ,26.81046512,26.88104651,26.95162791,27.0222093,27.0927907,27.16337209,27.23395349,27.30453488,27.37511628,27.44569767,27.51627907,27.5869186,27.65755814,27.72819767,27.79883721,27.86947674,27.94011628,28.01075581,28.08139535,28.15203488,28.22267442,28.29325581,28.36383721,28.4344186,28.505,28.5755814,28.64651163,28.71686047,28.7872093,28.85755814,28.92790698,28.99825581
Ethiopia,ETH,18.5363851,18.46721163,18.39803815,19.0395,18.9665,18.8935,18.8205,18.7475,18.6745,18.6015,18.5285,18.4555,18.3825,18.3095,16.15855367,16.0938364,16.02896339,15.96402992,15.9002326,15.8352641,15.77082944,15.70608869,15.64130888,15.5767636,15.51254422,15.44784411,15.38289762,15.31829055,15.25348958,15.18867857,15.12398953,15.05930598
Faroe Islands,FRO,0.05730659,0.05730659,0.05730659,0.05730659,0.05730659,0.05730659,0.05730659,0.05730659,0.05730659,0.05730659,0.05730659,0.05730659,0.05730659,0.05730659,0.05730659,0.05730659,0.05730659,0.05730659,0.05730659,0.05730659,0.05730659,0.05730659,0.05730659,0.05730659,0.05730659,0.05730659,0.05730659,0.05730659,0.05730659,0.05730659,0.058565154,0.058394161
Fiji,FJI,51.43349754,51.79901478,52.16453202,52.53004926,52.8955665,53.26108374,53.62660099,53.99211823,54.35763547,54.72315271,55.08866995,55.45413246,55.81959496,56.18505747,56.55051998,56.91598248,57.28144499,57.6469075,58.01237001,58.37783251,58.74329502,59.10870279,59.47411056,59.83951834,60.20492611,60.57033388,60.93596059,61.3015873,61.66721401,62.03284072,62.39846743,62.76409414
Finland,FIN,71.81893693,72.00617551,72.1934141,72.38065268,72.56789126,72.75512985,72.94236843,73.12960701,73.3168456,73.50408418,73.69132276,73.62446568,73.55760859,73.4907515,73.42389442,73.35703733,73.40585972,73.34372061,73.32256663,73.25555775,73.18854886,73.30086544,73.41077364,73.52068183,73.63059002,73.73564542,73.73564542,73.73321927,73.73321927,73.73079327,73.72836744,73.72649966
France,FRA,26.36394517,26.51954285,26.67514053,26.83073821,26.98633589,27.14193358,27.29753126,27.45312894,27.60872662,27.7643243,27.91987099,28.12642106,28.33297112,28.52389357,28.74607126,28.95315008,29.15970392,29.36625776,29.5728116,29.77936544,29.98591927,30.13823218,30.29054509,30.442858,30.59517091,30.74748382,30.89979673,31.05210964,31.20442255,31.35673546,31.50904837,31.66136128
French Polynesia,PYF,39.46174863,39.57431694,39.68688525,39.79945355,39.91202186,40.02459016,40.13715847,40.24972678,40.36229508,40.47486339,42.79746471,42.82368194,42.84989916,42.87611639,42.90233362,42.92855085,42.95476808,42.98098531,43.00720254,43.03341976,43.05963699,43.05963699,43.05963699,43.05963699,43.05963699,43.05963699,43.05963699,43.05963699,43.05963699,43.05963699,43.05963699,43.05963699
Gabon,GAB,92.21725463,92.19334032,92.16942601,92.1455117,92.12159739,92.09768308,92.07376877,92.04985447,92.02594016,92.00202585,91.97811154,91.9584779,91.93884426,91.91921062,91.89957698,91.87994334,91.8603097,91.84067606,91.82104242,91.80140878,91.78177514,91.73566189,91.68954865,91.6434354,91.59732216,91.55120891,91.50510343,91.45899794,91.41289246,91.36678698,91.32068149,91.27457601
"Gambia, The",GMB,40.9743083,40.40780632,39.84130435,39.27480237,38.7083004,38.14179842,37.57529644,37.00879447,36.44229249,35.87579051,35.30928854,34.74278656,34.17628458,33.60978261,33.04328063,32.47677866,31.91027668,31.3437747,30.77727273,30.21077075,29.64426877,29.07786561,28.51146245,27.94505929,27.37865613,26.81225296,26.24505929,25.67885375,25.11264822,24.54545455,23.97924901,23.41238142
Georgia,GEO,,,39.63102605,39.64297021,39.65491438,39.66685854,39.67880271,39.69074687,39.70269103,39.7146352,39.72657936,39.81551302,39.90444668,39.99338034,40.082314,40.17124766,40.26018132,40.34911498,40.43804864,40.5269823,40.61591596,40.61591596,40.61591596,40.61591596,40.61591596,40.61591596,40.61591596,40.61591596,40.61591596,40.61591596,40.61591596,40.61591596
Germany,DEU,32.36616733,32.38163435,32.39710137,32.41349679,32.42989316,32.44629046,32.4626887,32.48187939,32.50014326,32.51934208,32.53761284,32.55803955,32.57753827,32.59797598,32.6174843,32.6341897,32.65370498,32.67416181,32.69368672,32.71133932,32.73087185,32.73754877,32.74516555,32.71898647,32.72284322,32.73232815,32.68548202,32.68454647,32.68361097,32.68267552,32.68267552,32.68267552
Ghana,GHA,43.61545223,43.14272216,42.66999209,42.19726202,41.72453195,41.25180188,40.77907181,40.30634174,39.83361167,39.3608816,38.88815153,38.49012042,38.0920893,37.69405819,37.29602707,36.89799596,36.49996484,36.10193373,35.70390261,35.3058715,34.90784038,34.85291377,34.79798717,34.74306056,34.68813395,34.63320735,34.81691131,35.00061528,35.03234596,35.06407665,35.09693099,35.12867716
Greece,GRC,25.59,25.82404112,26.05808146,26.29212258,26.52616292,26.76020403,26.99424515,27.22828549,27.46232661,27.69636695,27.93040807,28.16436695,28.39832661,28.63228549,28.86624515,29.10020403,29.33416292,29.56812258,29.80208146,30.03604112,30.27,30.27,30.27,30.27,30.27,30.27,30.26997673,30.26997673,30.26997673,30.26997673,30.26997673,30.26997673
Greenland,GRL,0.00064384,0.00064384,0.00064384,0.00064384,0.00064384,0.00064384,0.00064384,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997
Grenada,GRD,52.05882353,52.05882353,52.05882353,52.05882353,52.05882353,52.05882353,52.05882353,52.05882353,52.05882353,52.05882353,52.05882353,52.05882353,52.05882353,52.05882353,52.05882353,52.05882353,52.05882353,52.05882353,52.05882353,52.05882353,52.05882353,52.05882353,52.05882353,52.05882353,52.05882353,52.05882353,52.05882353,52.05882353,52.05882353,52.05882353,52.05882353,52.05882353
Guam,GUM,44.44444444,44.44444444,44.44444444,44.44444444,44.44444444,44.44444444,44.44444444,44.44444444,44.44444444,44.44444444,44.44444444,44.44444444,44.44444444,44.44444444,44.44444444,44.44444444,44.44444444,44.44444444,44.44444444,44.44444444,44.44444444,44.81481481,45.18518519,45.55555556,45.92592593,46.2962963,51.85185185,51.85185185,51.85185185,51.85185185,51.85185185,51.85185185
Guatemala,GTM,44.61739455,44.08361329,43.54983203,43.01605077,42.4822695,41.94848824,41.41470698,40.88092572,40.34714446,39.8133632,39.27958193,38.82549459,38.37140724,37.9173199,37.46323255,37.0091452,36.55505786,36.10097051,35.64688317,35.19279582,34.73870847,34.48338932,34.22807018,33.97275103,33.71743188,33.46211273,33.35386338,33.24561404,33.13736469,33.02911534,32.92086599,32.81261665
Guinea,GIN,29.61093928,29.46972163,29.32850399,29.18728634,29.0460687,28.90485105,28.7636334,28.62241576,28.48119811,28.33998047,28.19876282,28.0522546,27.90574638,27.75923816,27.61272994,27.46622172,27.3197135,27.17320527,27.02669705,26.88018883,26.73368061,26.58717239,26.44066417,26.29415595,26.14764773,26.00113951,25.8383526,25.67556568,25.51277877,25.34999186,25.18720495,25.02441804
Guinea-Bissau,GNB,79.42140825,79.12108819,78.82076814,78.52044808,78.22012802,77.91980797,77.61948791,77.31916785,77.0188478,76.71852774,76.41820768,76.11788762,75.81756757,75.51724751,75.21692745,74.9166074,74.61628734,74.31596728,74.01564723,73.71532717,73.41500711,73.11472262,72.81443812,72.51415363,72.21386913,71.91358464,71.61344239,71.31330014,71.01315789,70.71301565,70.4128734,70.11273115
Guyana,GUY,94.499111,94.47984252,94.46057404,94.44130556,94.42203708,94.40276861,94.38350013,94.36423165,94.34496317,94.32569469,94.30642621,94.28386589,94.26130556,94.23874524,94.21618491,94.19362459,94.17106426,94.14850394,94.12594361,94.10338329,94.08082296,94.02143764,93.96205232,93.90266701,93.84328169,93.78389637,93.73716027,93.69037338,93.64363729,93.59685039,93.5501143,93.50334417
Haiti,HTI,13.89404935,13.88581277,13.8775762,13.86933962,13.86110305,13.85286647,13.8446299,13.83639332,13.82815675,13.81992017,13.8116836,13.80344702,13.79521045,13.78697388,13.7787373,13.77050073,13.76226415,13.75402758,13.745791,13.73755443,13.72931785,13.61661829,13.50391872,13.39121916,13.27851959,13.16582003,13.05297533,12.94013062,12.82728592,12.71444122,12.60159652,12.48875181
Honduras,HND,62.45222987,62.26498347,62.07773706,61.89049066,61.70324426,61.51599786,61.32875145,61.14150505,60.95425865,60.76701224,60.57976584,60.3985164,60.21726696,60.03601752,59.85476808,59.67351863,59.49226919,59.31101975,59.12977031,58.94852087,58.76727143,58.56771829,58.36816516,58.16861203,57.9690589,57.76950576,57.58378765,57.39663956,57.20940209,57.02216463,56.83492716,56.6476897
Hungary,HUN,20.18359853,20.30295983,20.42232113,20.5439684,20.66334298,20.78271756,20.90209214,21.03551225,21.15496659,21.27442094,21.43684445,21.57656773,21.71629101,21.85601428,21.99573756,22.13793103,22.2776699,22.41740877,22.55714764,22.46623219,22.60455098,22.63642991,22.66830885,22.70018778,22.55023011,22.58185404,22.55895244,22.5429542,22.5281613,22.51227263,22.49627438,22.48034955
Iceland,ISL,0.170274314,0.183002494,0.195730673,0.208458853,0.221187032,0.233915212,0.246643392,0.259371571,0.272099751,0.28482793,0.29755611,0.312359102,0.327162095,0.341965087,0.35676808,0.371571072,0.386374065,0.401177057,0.41598005,0.430783042,0.445586035,0.452548628,0.459511222,0.466473815,0.473436409,0.480399002,0.485386534,0.492568579,0.496280869,0.502727363,0.509273034,0.515752256
India,IND,21.50484833,21.627713,21.75057766,21.87344233,21.996307,22.11917166,22.24203633,22.364901,22.48776567,22.61063033,22.733495,22.7975676,22.86164019,22.92571279,22.98978538,23.05385798,23.11793057,23.18200317,23.24607576,23.31014836,23.37422095,23.46382169,23.55342242,23.64302315,23.73262388,23.82222461,23.91182535,24.00142608,24.09102681,24.18062754,24.27022827,24.35982901
Indonesia,IDN,65.43771425,64.48467352,63.53163278,62.57859205,61.62555132,60.67251058,59.71946985,58.76642912,57.81338839,56.86034765,53.94352867,53.85720198,53.77087529,53.6845486,53.59822191,53.51189522,53.42556853,53.33924184,53.25291515,53.16658846,53.08026177,52.58691923,52.09357668,51.60023414,51.10689159,50.61354905,50.74345453,50.03933382,49.71681778,49.39429641,49.07178037,48.36194487
"Iran, Islamic Rep.",IRN,5.572374076,5.587698617,5.603023159,5.6183477,5.633672241,5.648996783,5.664321324,5.679645866,5.694970407,5.710294948,5.72561949,5.809506619,5.893393747,5.977280876,6.061168005,6.145055134,6.228942263,6.312829392,6.396716521,6.480603649,6.564490778,6.564490778,6.564490778,6.564490778,6.564490778,6.564490778,6.570691815,6.601288136,6.611420647,6.621553159,6.626730354,6.635211094
Iraq,IRQ,1.838260512,1.841461463,1.844662414,1.847863365,1.851064316,1.854265267,1.857466219,1.86066717,1.863868121,1.867069072,1.870270023,1.871870499,1.873470974,1.87507145,1.876671925,1.878272401,1.879872877,1.881473352,1.883073828,1.897909376,1.89952109,1.89952109,1.89952109,1.900361184,1.900361184,1.900361184,1.900361184,1.900361184,1.900361184,1.900361184,1.900361184,1.900361184
Ireland,IRL,6.701117724,6.946029903,7.190942082,7.43585426,7.680766439,7.925678618,8.170590797,8.415502976,8.660415155,8.905327333,9.150239512,9.280911598,9.411583684,9.54225577,9.672927856,9.803599942,9.934272028,10.06494411,10.1956162,10.32628829,10.45696037,10.55651038,10.65606039,10.75561039,10.8551604,10.95471041,11.06619248,11.17752939,11.23559297,11.29365655,11.35172013,11.40978371
Isle of Man,IMN,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439
Israel,ISR,6.099815157,6.196857671,6.293900185,6.390942699,6.487985213,6.585027726,6.68207024,6.779112754,6.876155268,6.973197782,7.070240296,7.074861368,7.07948244,7.084103512,7.088724584,7.093345656,7.097966728,7.1025878,7.107208872,7.111829945,7.116451017,7.218114603,7.319778189,7.421441774,7.52310536,7.624768946,6.469500924,6.469500924,6.469500924,6.469500924,6.469500924,6.469500924
Italy,ITA,25.80582095,26.07085784,26.33589473,26.60093162,26.86596852,27.13100541,27.3960423,27.66107919,27.92611608,28.19115297,28.30145612,28.52423255,28.74700897,28.9697854,29.19256183,29.41533826,29.63811469,29.86089112,30.08366755,30.30644398,30.52922041,30.71117754,30.89313468,31.07509181,31.25704895,31.43900608,31.62096998,31.80293388,31.98489777,32.16697045,32.34893496,32.53089947
Jamaica,JAM,48.13296399,48.13037858,48.12779317,48.12520776,48.12262235,48.12003693,48.11745152,48.11486611,48.1122807,48.10969529,48.10710988,48.45290859,48.79870729,49.144506,49.49030471,49.83610342,50.18190212,50.52770083,50.87349954,51.21929825,51.56509695,51.91615882,52.26722068,52.61828255,52.96934441,53.32040628,53.67867036,54.0378578,54.39704524,54.75530933,55.11449677,55.47306556
Japan,JPN,68.43115743,68.41086122,68.390565,68.37026879,68.34997257,68.32967636,68.32812071,68.30781893,68.28751715,68.26721536,68.24691358,68.27160494,68.2962963,68.32098765,68.34567901,68.37037037,68.39506173,68.41975309,68.44444444,68.4691358,68.49382716,68.48175583,68.4696845,68.45761317,68.44554184,68.43347051,68.42249657,68.40877915,68.40877915,68.40877915,68.40877915,68.40877915
Jordan,JOR,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.09822032,1.09822032,1.09822032,1.09822032,1.09822032,1.09822032,1.09822032,1.09822032,1.09822032,1.09822032,1.098047165,1.098047165,1.098047165
Kazakhstan,KAZ,,,1.170937882,1.17074086,1.170543838,1.170346816,1.170149794,1.169952773,1.169755751,1.169558729,1.169361707,1.166593029,1.163824314,1.161055636,1.158286958,1.15551828,1.152749565,1.149980887,1.147212209,1.144443494,1.141674816,1.158437938,1.175201022,1.191964107,1.208727229,1.225490314,1.236326258,1.247160796,1.257992073,1.268822462,1.279653295,1.290483832
Kenya,KEN,6.779597287,6.797633271,6.815669255,6.833705239,6.851741224,6.869777208,6.887813192,6.905849176,6.92388516,6.941921144,6.959957128,6.89936571,6.838774291,6.778182872,6.717591454,6.657000035,6.596408617,6.535817198,6.475225779,6.414634361,6.354042942,6.321035246,6.28802755,6.255019855,6.222012159,6.189004463,6.240942475,6.292880486,6.344818498,6.344818498,6.344818498,6.344818498
Kiribati,KIR,1.456790123,1.456790123,1.456790123,1.456790123,1.456790123,1.456790123,1.456790123,1.456790123,1.456790123,1.456790123,1.456790123,1.456790123,1.456790123,1.456790123,1.456790123,1.456790123,1.456790123,1.456790123,1.456790123,1.456790123,1.456790123,1.456790123,1.456790123,1.456790123,1.456790123,1.456790123,1.456790123,1.456790123,1.456790123,1.456790123,1.456790123,1.456790123
"Korea, Dem. People's Rep.",PRK,57.40411926,57.02430031,56.64448136,56.2646624,55.88484345,55.5050245,55.12520555,54.7453866,54.36556764,53.98574869,53.60592974,53.42961548,53.25330122,53.07698696,52.9006727,52.72435844,52.54804418,52.37172992,52.19541566,52.0191014,51.84278714,51.66647288,51.49015862,51.31384437,51.13753011,50.96121585,50.78490159,50.60858733,50.43227307,50.25595881,50.07964455,49.90333029
"Korea, Rep.",KOR,67.91416131,67.83640887,67.75865644,67.680904,67.60315157,67.52539913,67.44764669,67.36989426,67.29214182,67.21438938,67.13663695,66.85032045,66.72383511,66.625,66.51931419,66.40681466,66.29438481,66.17519604,66.03567378,65.89635277,65.70987654,65.61374627,65.43006885,65.24952271,65.1442061,65.03155626,64.87911457,64.78309917,64.67391304,64.51844262,64.41598361,64.31352459
Kuwait,KWT,0.193602694,0.201459035,0.209315376,0.217171717,0.225028058,0.2328844,0.240740741,0.248597082,0.256453423,0.264309764,0.272166105,0.280022447,0.287878788,0.295735129,0.30359147,0.311447811,0.319304153,0.327160494,0.335016835,0.342873176,0.350729517,0.350729517,0.350729517,0.350729517,0.350729517,0.350729517,0.350729517,0.350729517,0.350729517,0.350729517,0.350729517,0.350729517
Kyrgyz Republic,KGZ,,,5.971418144,5.994607925,6.017797185,6.040986966,6.064176225,6.087365485,6.110555266,6.133745047,6.156934307,6.182367049,6.207799791,6.233232534,6.258665276,6.284098019,6.309530761,6.334963504,6.360396246,6.385828989,6.411261731,6.434337852,6.457413973,6.480490094,6.503566215,6.526642336,6.549739312,6.572806048,6.667883212,6.762982273,6.858081335,6.953180396
Lao PDR,LAO,77.30935875,77.12824957,76.94714038,76.7660312,76.58492201,76.40381282,76.22270364,76.04159445,75.86048527,75.67937608,75.4982669,75.28834489,75.07842288,74.86850087,74.65857886,74.44865685,74.23873484,74.02881282,73.81889081,73.6089688,73.39904679,73.24956672,73.10008666,72.95060659,72.80112652,72.65164645,72.50216638,72.35268631,72.20320624,72.05372617,71.9042461,71.75476603
Latvia,LVA,,,51.20928214,51.31855947,51.42783679,51.53711411,51.64639144,51.75566876,51.86494608,51.97422341,52.08350073,52.29421312,52.50492551,52.71563791,52.9263503,53.13706269,53.34777508,53.55848747,53.76919987,53.97991226,54.19062465,54.25271988,54.31481511,54.37691034,54.43900558,54.50110081,54.56329246,54.62548411,54.68767577,54.74986742,54.80941668,54.87160534
Lebanon,LBN,13.65591398,13.64105572,13.62619746,13.6113392,13.59648094,13.58162268,13.56676442,13.55190616,13.5370479,13.52218964,13.50733138,13.49921799,13.49110459,13.4829912,13.47487781,13.46676442,13.45865103,13.45053763,13.44242424,13.43431085,13.42619746,13.48445748,13.5427175,13.60097752,13.65923754,13.71749756,13.77614858,13.83479961,13.89345064,13.95210166,14.01075269,14.06940371
Lesotho,LSO,1.137022398,1.137022398,1.137022398,1.137022398,1.137022398,1.137022398,1.137022398,1.137022398,1.137022398,1.137022398,1.137022398,1.137022398,1.137022398,1.137022398,1.137022398,1.137022398,1.137022398,1.137022398,1.137022398,1.137022398,1.137022398,1.137022398,1.137022398,1.137022398,1.137022398,1.137022398,1.137022398,1.137022398,1.137022398,1.137022398,1.137022398,1.137022398
Liberia,LBR,88.5095515,88.19539037,87.88122924,87.56706811,87.25290698,86.93874585,86.62458472,86.31042359,85.99626246,85.68210133,85.3679402,85.05377907,84.73961794,84.42545681,84.11129568,83.79713455,83.48297342,83.16881229,82.85465116,82.54049003,82.2263289,81.91216777,81.59800664,81.28384551,80.96968439,80.65552326,80.34136213,80.027201,79.71303987,79.39887874,79.08471761,78.77055648
Libya,LBY,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688
Liechtenstein,LIE,40.625,40.75,40.875,41,41.125,41.25,41.375,41.5,41.625,41.75,41.875,41.874375,41.87375,41.87375,41.873125,41.8725,41.871875,41.87125,41.87125,41.870625,41.87,41.87125,41.871875,41.873125,41.87375,41.875,41.875,41.875,41.875,41.875,41.875,41.875
Lithuania,LTU,,,31.26994257,31.38959796,31.50925335,31.62890874,31.74856414,31.86821953,31.98787492,32.10753031,32.22718571,32.46649649,32.70580728,32.94511806,33.18442884,33.42373963,33.66305041,33.9023612,34.14439569,34.38372557,34.62305544,34.67785685,34.73210582,34.78579976,34.85395052,34.90822027,34.96056959,35.05691161,35.0950024,35.13254551,35.14851485,35.18074908
Luxembourg,LUX,,,,,,,,,,,33.67696527,33.75465146,33.83233766,33.91002385,33.98771004,34.06539624,34.14308243,34.22076863,34.29845482,34.37614102,34.45382721,34.45382721,34.45382721,34.45382721,34.45382721,34.45382721,34.45382721,34.45382721,34.45382721,34.45382721,34.45382721,34.45382721
Madagascar,MDG,23.54687554,23.43290573,23.31893593,23.20496612,23.09099632,22.97702652,22.86305671,22.74908691,22.6351171,22.5211473,22.40717749,22.32658287,22.24598824,22.16539361,22.08479898,22.00420435,21.92360973,21.8430151,21.76242047,21.68182584,21.60123121,21.56904408,21.54632474,21.52342042,21.50070127,21.47798212,21.45527673,21.43255414,21.40983156,21.38712616,21.36440358,21.34169251
Malawi,MWI,37.14149342,36.69601188,36.25053034,35.80504879,35.35956725,34.9140857,34.46860416,34.02312261,33.57764107,33.13215952,32.68667798,32.24119644,31.79571489,31.35023335,30.9047518,30.45927026,30.01378871,29.56830717,29.12282563,28.67734408,28.23186254,27.78638099,27.34089945,26.8954179,26.44993636,26.00445482,25.55897327,25.11349173,24.66801018,24.22252864,23.77704709,23.33156555
Malaysia,MYS,62.75604931,62.47385482,62.19166033,61.90946583,61.62727134,61.34507685,61.06288236,60.78068787,60.49849338,60.21629889,59.9341044,59.70774616,59.48138792,59.25502968,59.02867144,58.80231319,58.57595495,58.34959671,58.12323847,57.89688023,57.67052199,57.98497641,58.29943083,58.61388525,58.92833967,59.2427941,58.78752093,58.63488054,58.48224015,58.32959976,58.17695937,58.02431898
Maldives,MDV,2.733333333,2.733333333,2.733333333,2.733333333,2.733333333,2.733333333,2.733333333,2.733333333,2.733333333,2.733333333,2.733333333,2.733333333,2.733333333,2.733333333,2.733333333,2.733333333,2.733333333,2.733333333,2.733333333,2.733333333,2.733333333,2.733333333,2.733333333,2.733333333,2.733333333,2.733333333,2.733333333,2.733333333,2.733333333,2.733333333,2.733333333,2.733333333
Mali,MLI,10.89666363,10.89666363,10.89666363,10.89666363,10.89666363,10.89666363,10.89666363,10.89666363,10.89666363,10.89666363,10.89666363,10.89666363,10.89666363,10.89666363,10.89666363,10.89666363,10.89666363,10.89666363,10.89666363,10.89666363,10.89666363,10.89666363,10.89666363,10.89666363,10.89666363,10.89666363,10.89666363,10.89666363,10.89666363,10.89666363,10.89666363,10.89666363
Malta,MLT,1.09375,1.09375,1.09375,1.09375,1.09375,1.09375,1.09375,1.09375,1.09375,1.09375,1.09375,1.09375,1.09375,1.09375,1.09375,1.09375,1.09375,1.09375,1.09375,1.09375,1.09375,1.09375,1.09375,1.09375,1.09375,1.09375,1.1875,1.3125,1.4375,1.4375,1.4375,1.4375
Marshall Islands,MHL,,52.22222222,52.22222222,52.22222222,52.22222222,52.22222222,52.22222222,52.22222222,52.22222222,52.22222222,52.22222222,52.22222222,52.22222222,52.22222222,52.22222222,52.22222222,52.22222222,52.22222222,52.22222222,52.22222222,52.22222222,52.22222222,52.22222222,52.22222222,52.22222222,52.22222222,52.22222222,52.22222222,52.22222222,52.22222222,52.22222222,52.22222222
Mauritania,MRT,0.461860871,0.456582905,0.451304938,0.446026972,0.440749006,0.435471039,0.430193073,0.424915106,0.41963714,0.414359173,0.409081207,0.403803241,0.398525274,0.393247308,0.387969341,0.382691375,0.377413408,0.372135442,0.366857476,0.361579509,0.356301543,0.351023576,0.34574561,0.340467643,0.335189677,0.32991171,0.324633744,0.319394586,0.314058407,0.308819249,0.30348307,0.298211604
Mauritius,MUS,20.23152709,20.27389163,20.31625616,20.35862069,20.40098522,20.44334975,20.48571429,20.52807882,20.57044335,20.61280788,20.65517241,20.48078818,20.30640394,20.1320197,19.95763547,19.78325123,19.608867,19.43448276,19.26009852,19.08571429,18.91133005,19.21482223,19.20580871,19.19679519,19.18778167,19.17876815,19.17376064,19.35403105,19.37406109,19.39409114,19.41412118,19.43415123
Mexico,MEX,36.31351115,36.19980967,36.08610818,35.9724067,35.85870521,35.74500373,35.63130225,35.51760076,35.40389928,35.29019779,35.17649631,35.10252116,35.028546,34.95457085,34.88059569,34.80662054,34.73264539,34.65867023,34.58469508,34.51071993,34.43674477,34.37373904,34.3107333,34.24772757,34.18472183,34.12171609,34.05599424,33.99026724,33.92454024,33.85881839,33.79309139,33.72736783
"Micronesia, Fed. Sts.",FSM,,90.86857143,90.90857143,90.94857143,90.98857143,91.02857143,91.06857143,91.10857143,91.14857143,91.18857143,91.22857143,91.26714286,91.30571429,91.34428571,91.38285714,91.42142857,91.46,91.49857143,91.53714286,91.57571429,91.61428571,91.65428571,91.69428571,91.73428571,91.77428571,91.81428571,91.85714286,91.9,91.94285714,91.98571429,92.02857143,92.07142857
Moldova,MDA,,,10.01521144,10.04855842,10.10928962,10.1700577,10.22775585,10.28857837,10.34943786,10.41033435,10.47445255,10.56599757,10.65754258,10.75235777,10.8406326,10.92885375,11.02037093,11.11188811,11.20340529,11.29492247,11.40030441,11.47275495,11.54169203,11.60705596,11.67944039,11.75182482,11.75486618,11.75129219,11.75297169,11.75275726,11.75322187,11.72277828
Mongolia,MNG,9.274680548,9.26898727,9.263293991,9.257600712,9.251907434,9.246214155,9.240520876,9.234827597,9.229134319,9.22344104,9.217747761,9.212577928,9.207406751,9.159341159,9.155620805,9.150473846,9.12762336,9.122486789,9.117315129,9.112178302,9.108051793,9.107573137,9.10685778,9.106135944,9.105421354,9.104691498,9.103978705,9.103265913,9.102555458,9.101825131,9.099658488,9.09894466
Montenegro,MNE,,,,,,,,,,,,,,,,,55.50929368,57.00371747,58.49814126,59.99256506,61.48698885,61.48698885,61.48698885,61.48698885,61.48698885,61.48698885,61.48698885,61.48698885,61.48698885,61.48698885,61.48698885,61.48698885
Morocco,MAR,12.29058929,12.29535066,12.30011203,12.3048734,12.30963477,12.31439615,12.31915752,12.32391889,12.32868026,12.33344163,12.338203,12.37585257,12.41350213,12.45115169,12.48880125,12.52645082,12.56410038,12.60174994,12.63939951,12.67704907,12.71469863,12.7192337,12.72376877,12.72830383,12.7328389,12.73737396,12.77120771,12.79764732,12.82005378,12.84358055,12.86688326,12.89033542
